DATAFLOW,AUDST,FREQ,MEASURE_TYPE,OCCP_GP_ITEM,REPYEAREND,REPYEARSTART,STATE_CODE,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,UK,0,2023-03-31,INR,92806939000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,CHD,0,2023-03-31,INR,15615896000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,TRI,0,2023-03-31,INR,21443508000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,ASM,0,2023-03-31,INR,146348354000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,PY,0,2023-03-31,INR,46517545000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,GUJ,0,2023-03-31,INR,1047854536000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,RAJA,0,2023-03-31,INR,1536585792000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,MIZO,0,2023-03-31,INR,8380368000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,ASM,0,2023-03-31,INR,192200529000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,LADK,0,2023-03-31,INR,2841673000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,TRI,0,2023-03-31,INR,29991296000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,DNHDD,0,2023-03-31,INR,2072775000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,LADK,0,2023-03-31,INR,3659715000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,HP,0,2023-03-31,INR,80224637000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,CHHT,0,2023-03-31,INR,231083948000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,SIKK,0,2023-03-31,INR,4563024000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,RAJA,0,2023-03-31,INR,1269800749000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,UP,0,2023-03-31,INR,1913650820000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,ANNS,0,2023-03-31,INR,2482996000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,PUN,0,2023-03-31,INR,949253428000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,MIZO,0,2023-03-31,INR,6096959000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,ALL_INDIA,0,2023-03-31,INR,22908740864000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,JNK,0,2023-03-31,INR,132681413000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,CHD,0,2023-03-31,INR,40407880000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,ANNS,0,2023-03-31,INR,2545949000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,ARP,0,2023-03-31,INR,4688542000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,JNK,0,2023-03-31,INR,104654426000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,NTCDEL,0,2023-03-31,INR,580262376000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,TN,0,2023-03-31,INR,2889900663000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,PUN,0,2023-03-31,INR,741661585000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,JHK,0,2023-03-31,INR,209523188000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,HAR,0,2023-03-31,INR,752461968000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,MEG,0,2023-03-31,INR,8814366000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,ANP,0,2023-03-31,INR,2302355177000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,NTCDEL,0,2023-03-31,INR,457871708000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,ALL_INDIA,0,2023-03-31,INR,19074435240000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,MANI,0,2023-03-31,INR,7689273000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,JHK,0,2023-03-31,INR,139599255000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,UP,0,2023-03-31,INR,2339568351000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,GOA,0,2023-03-31,INR,14312962000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,BIH,0,2023-03-31,INR,766466033000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,NAGA,0,2023-03-31,INR,4568646000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,TEL,0,2023-03-31,INR,1314177642000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,KAR,0,2023-03-31,INR,2027771386000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,MP,0,2023-03-31,INR,1199281740000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,UK,0,2023-03-31,INR,114785523000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,HP,0,2023-03-31,INR,101859179000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,MAH,0,2023-03-31,INR,1593017333000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,ARP,0,2023-03-31,INR,3790308000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,PY,0,2023-03-31,INR,48550271000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,BIH,0,2023-03-31,INR,597923169000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,CHHT,0,2023-03-31,INR,183433766000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,DNHDD,0,2023-03-31,INR,2535882000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,TEL,0,2023-03-31,INR,1135290415000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,WB,0,2023-03-31,INR,645622911000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,AMT_OUTSD,N_A,2023,2022,LAK,0,2023-03-31,INR,229453000
RBI:LNA_SCB_SR_OCC_BSR1_A_RN(1.0),N_A,AFY,CRLIM,N_A,2023,2022,KER,0,2023-03-31,INR,1149298357000
